# Module 02: Footprinting and Reconnaissance
# Format: question|answer_a|answer_b|answer_c|answer_d|correct_idx|explanation|domain|subdomain

Which tool is specifically designed for metadata extraction from documents?|Metagoofil|Wireshark|Burp Suite|John the Ripper|0|Metagoofil is an information gathering tool that extracts metadata from public documents (PDF, DOC, XLS, PPT) available on target websites, revealing usernames, software versions, and system information.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

What is the purpose of robots.txt file on a website?|To store database credentials|To instruct web crawlers which pages to avoid indexing|To configure firewall rules|To store user passwords|1|The robots.txt file instructs search engine crawlers which directories and files should not be indexed. Ironically, it often reveals sensitive paths that administrators want hidden, making it valuable for reconnaissance.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

Which OSINT framework automates the process of gathering information from multiple sources?|Metasploit|Recon-ng|Armitage|Cobalt Strike|1|Recon-ng is a full-featured reconnaissance framework with independent modules, database interaction, and built-in convenience functions. It's modeled after Metasploit and automates OSINT gathering from numerous sources.|02. Footprinting and Reconnaissance|2.1 Tools

What type of reconnaissance involves gathering information from social media platforms?|Active reconnaissance|Social engineering|Network scanning|Open source intelligence (OSINT)|3|Social media reconnaissance is a form of OSINT where information is gathered from LinkedIn, Facebook, Twitter, Instagram, and other platforms to identify employees, relationships, technologies used, and potential social engineering targets.|02. Footprinting and Reconnaissance|2.1 OSINT

Which LinkedIn feature is most valuable for identifying an organization's technology stack?|Job postings|Employee connections|Company news|Company size|0|Job postings often list specific technologies, tools, frameworks, programming languages, and security products used by the organization, providing detailed insight into their technology stack and infrastructure.|02. Footprinting and Reconnaissance|2.1 OSINT

What information can an attacker gather from examining SSL/TLS certificates?|User passwords|Subdomains, email addresses, and organizational details|Database schemas|Source code|1|SSL/TLS certificates contain Subject Alternative Names (SANs) that list subdomains, organization details, email addresses, geographic locations, and certificate authorities used - all valuable reconnaissance data.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

Which service provides historical snapshots of websites over time?|Shodan|Wayback Machine (archive.org)|VirusTotal|Censys|1|The Wayback Machine at archive.org stores historical snapshots of websites, allowing reconnaissance of old content, removed pages, previous technologies used, old employee listings, and information the organization may have later hidden.|02. Footprinting and Reconnaissance|2.1 OSINT

What is the primary use of the tool SpiderFoot?|Password cracking|Automated OSINT reconnaissance gathering from 100+ data sources|Web application vulnerability scanning|Network packet analysis|1|SpiderFoot is an automated OSINT reconnaissance tool that queries over 100 data sources including WHOIS, DNS, web scraping, search engines, threat intelligence feeds, and social media to build a comprehensive target profile.|02. Footprinting and Reconnaissance|2.1 Tools

Which protocol and port are typically used for DNS zone transfers?|TCP port 53|UDP port 53|TCP port 25|UDP port 67|0|DNS zone transfers use TCP port 53 (not UDP). While normal DNS queries use UDP port 53, the AXFR (full zone transfer) and IXFR (incremental zone transfer) operations require TCP for reliable data transfer.|02. Footprinting and Reconnaissance|2.1 DNS

What command would attempt a DNS zone transfer from a name server?|dig axfr @nameserver domain.com|nslookup -type=axfr domain.com|host -t axfr domain.com|ping domain.com|0|The dig command with axfr (full zone transfer) parameter and @ specifying the name server attempts a zone transfer: dig axfr @ns1.example.com example.com|02. Footprinting and Reconnaissance|2.1 DNS

Which type of DNS record maps an IP address back to a hostname?|A record|AAAA record|PTR record|CNAME record|2|PTR (Pointer) records provide reverse DNS lookups, mapping IP addresses back to hostnames. These are stored in special reverse lookup zones (in-addr.arpa for IPv4) and are useful for identifying hosts during reconnaissance.|02. Footprinting and Reconnaissance|2.1 DNS

What is the purpose of the Censys search engine?|Social media analysis|Internet-wide scanning for hosts, certificates, and network infrastructure|Password database searches|Malware analysis|1|Censys performs Internet-wide scans to index hosts, services, certificates, and network infrastructure. It provides more detailed certificate and protocol information than Shodan, making it valuable for reconnaissance.|02. Footprinting and Reconnaissance|2.1 Tools

Which technique involves searching for publicly exposed files using search engines?|Google dorking/Google hacking|Phishing|SQL injection|Buffer overflow|0|Google dorking (or Google hacking) uses advanced search operators to find exposed files, directories, configuration files, login pages, and vulnerable systems indexed by search engines - all without directly touching the target.|02. Footprinting and Reconnaissance|2.1 Search Engines

What valuable information can be found in the WHOIS privacy protection notice?|The actual owner's identity|The registrar and name servers being used|Root passwords|Database schemas|1|Even when WHOIS privacy is enabled, you can still identify the registrar, name servers, registration/expiration dates, and domain status, which reveals the target's DNS infrastructure and domain management practices.|02. Footprinting and Reconnaissance|2.1 WHOIS

Which Regional Internet Registry (RIR) is responsible for North America?|RIPE NCC|ARIN|APNIC|LACNIC|1|ARIN (American Registry for Internet Numbers) is the RIR responsible for IP address allocation in North America. Other RIRs include RIPE NCC (Europe), APNIC (Asia-Pacific), LACNIC (Latin America), and AFRINIC (Africa).|02. Footprinting and Reconnaissance|2.1 Fundamentals

What type of information does the built.with website provide?|Penetration testing results|Web technology stack detection (CMS, frameworks, analytics, hosting)|Network topology maps|Exploit databases|1|BuiltWith detects and reports the technology stack used by websites including CMS platforms (WordPress, Drupal), web servers, JavaScript frameworks, analytics tools, advertising platforms, and hosting providers.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

Which email harvesting technique involves searching PGP key servers?|DNS enumeration|Public key server searches|SQL injection|Cross-site scripting|1|PGP/GPG key servers (like keys.openpgp.org) store public keys with associated email addresses. Searching for a domain on these servers can reveal employee email addresses that users registered for encrypted communication.|02. Footprinting and Reconnaissance|2.1 OSINT

What is the purpose of subdomain enumeration during reconnaissance?|To find administrative login pages|To discover additional attack surfaces not listed in main DNS records|To crack passwords|To inject malicious code|1|Subdomain enumeration discovers subdomains like dev.example.com, staging.example.com, or vpn.example.com that may not be in public DNS records. These often have weaker security and provide additional entry points.|02. Footprinting and Reconnaissance|2.1 DNS

Which tool can perform subdomain brute-forcing using wordlists?|Sublist3r|Nessus|Wireshark|Aircrack-ng|0|Sublist3r is a subdomain enumeration tool that uses OSINT sources (search engines, DNS databases) and can brute-force subdomains using wordlists to discover hidden or non-public subdomains.|02. Footprinting and Reconnaissance|2.1 Tools

What information might be revealed by examining a company's job postings on sites like Indeed or LinkedIn?|Current employee passwords|Technologies, tools, and security products being used|Encrypted communications|Financial account numbers|1|Job postings reveal specific technologies (programming languages, databases, cloud platforms), security tools (firewalls, SIEM, EDR), frameworks, methodologies (Agile, DevOps), and infrastructure details that provide deep insight into the environment.|02. Footprinting and Reconnaissance|2.1 OSINT

Which HTTP header can reveal the web server software and version?|Server|User-Agent|Content-Type|X-Forwarded-For|0|The Server header in HTTP responses reveals web server software and version (e.g., "Apache/2.4.41" or "nginx/1.18.0"), which helps identify potential vulnerabilities associated with specific versions.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

What is the primary security concern with passive DNS data?|It requires root access|It reveals historical DNS records and infrastructure changes over time|It causes denial of service|It requires physical access|1|Passive DNS systems record DNS queries and responses over time, allowing attackers to see historical infrastructure, retired systems, development servers, and infrastructure changes that reveal the organization's evolution and potentially forgotten systems.|02. Footprinting and Reconnaissance|2.1 DNS

Which technique uses multiple search engines and DNS databases to find subdomains?|Port scanning|OSINT aggregation|Buffer overflow|SQL injection|1|OSINT aggregation combines results from Google, Bing, VirusTotal, DNSdumpster, certificate transparency logs, and other sources to build a comprehensive list of subdomains without actively probing the target.|02. Footprinting and Reconnaissance|2.1 DNS

What valuable reconnaissance information is stored in Certificate Transparency logs?|User passwords|All SSL/TLS certificates issued for a domain, including subdomains|Source code|Database contents|1|Certificate Transparency (CT) logs are public repositories of all SSL/TLS certificates issued by Certificate Authorities. Searching CT logs (via crt.sh) reveals all subdomains, even those not in public DNS.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

Which tool visualizes relationships between entities during OSINT gathering?|Nmap|Maltego|Hydra|SQLmap|1|Maltego creates visual graphs showing relationships between people, organizations, domains, IP addresses, phone numbers, email addresses, and social media profiles, making complex OSINT data easier to understand and analyze.|02. Footprinting and Reconnaissance|2.1 Tools

What reconnaissance information can be gathered from analyzing JavaScript files on a website?|Database passwords in cleartext|API endpoints, internal URLs, function names, and developer comments|Root certificates|Encryption keys|1|JavaScript files often contain API endpoints, internal URLs, AWS S3 bucket names, developer comments, debugging information, function names, and logic that reveal application architecture and potential security issues.|02. Footprinting and Reconnaissance|2.1 Web Footprinting

Which cloud storage service is commonly found exposed during reconnaissance?|FTP servers|Amazon S3 buckets|Telnet servers|Gopher servers|1|Amazon S3 buckets are frequently misconfigured with public read/write access. Reconnaissance tools like bucket-stream, S3Scanner, and gray-hat-warfare.com search for exposed buckets containing sensitive data.|02. Footprinting and Reconnaissance|2.1 Cloud

What is shodan.io's query syntax to find devices in a specific country?|country:US|location:US|geo:US|nation:US|0|Shodan uses country:XX syntax where XX is the two-letter country code (e.g., country:US, country:GB). Other useful filters include port:, os:, city:, and org: for targeted device searches.|02. Footprinting and Reconnaissance|2.1 Tools

Which reconnaissance technique involves examining GitHub repositories for exposed credentials?|Dorking repositories|Buffer overflow testing|DDoS attacks|SQL injection|0|GitHub dorking involves searching public repositories using keywords like "password", "api_key", "credentials", "config", or specific file types (.env, config.php) to find accidentally committed secrets and credentials.|02. Footprinting and Reconnaissance|2.1 OSINT

What information can be gathered from examining DMARC records in DNS TXT entries?|Web server version|Email security policies and reporting addresses|FTP credentials|Database schema|1|DMARC (Domain-based Message Authentication, Reporting & Conformance) records in DNS TXT entries reveal email authentication policies, SPF/DKIM alignment requirements, enforcement levels, and reporting email addresses for security monitoring.|02. Footprinting and Reconnaissance|2.1 DNS
